epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
519,1043.57,0.54577,0.74929,0.4244,1.12387,0.90397,0.85714,0.81795,0.64416,0.90397,0.85714,0.81795,0.57733,1.03961,1.38429,0.51862,1.9085,0.000812129,0.000812129,0.000812129
520,1045.56,0.4929,0.75829,0.41341,1.02129,0.89731,0.85714,0.81596,0.6601,0.81633,0.78571,0.73503,0.606,0.93529,1.3936,0.54341,1.76201,0.000810479,0.000810479,0.000810479
521,1047.56,0.48391,0.65101,0.37722,1.00318,0.90191,0.85714,0.82763,0.68219,0.81963,0.78571,0.75253,0.6198,0.93543,1.51066,0.53764,1.72864,0.000808828,0.000808828,0.000808828
522,1049.59,0.47175,0.60216,0.34752,1.02882,0.88387,0.85714,0.83823,0.71854,0.80085,0.78571,0.77485,0.6468,0.94157,1.30101,0.49434,1.69279,0.000807178,0.000807178,0.000807178
523,1051.51,0.44313,0.66929,0.35465,0.97664,0.97524,0.92857,0.92908,0.73088,0.99012,0.84122,0.86158,0.65356,0.87271,1.27842,0.60811,1.50969,0.000805528,0.000805528,0.000805528
524,1053.46,0.40933,0.54291,0.32174,0.96695,0.96859,0.92857,0.92969,0.71416,0.97854,0.85714,0.87795,0.66021,0.84449,1.27282,0.67756,1.43049,0.000803877,0.000803877,0.000803877
525,1055.45,0.48252,0.77948,0.37655,0.98302,0.95489,0.85714,0.9213,0.6959,0.95489,0.85714,0.8893,0.62946,0.8662,1.30133,0.80351,1.46169,0.000802227,0.000802227,0.000802227
526,1057.51,0.42423,0.72807,0.35549,1.01706,0.92185,0.85714,0.92211,0.69102,0.92185,0.85714,0.92211,0.65049,0.84176,1.18465,0.87626,1.47044,0.000800577,0.000800577,0.000800577
527,1059.45,0.3917,0.56559,0.31091,0.93998,0.83019,0.92857,0.89564,0.6675,0.83019,0.92857,0.89564,0.63917,0.81363,1.19441,0.95584,1.49883,0.000798926,0.000798926,0.000798926
528,1061.37,0.46948,0.6827,0.37226,0.99974,0.92221,0.92857,0.87856,0.66038,0.92221,0.92857,0.87856,0.6285,0.82127,1.24222,1.01218,1.49297,0.000797276,0.000797276,0.000797276
529,1063.33,0.39447,0.57444,0.3201,0.92789,0.91871,0.92593,0.87783,0.67351,0.91871,0.92593,0.87783,0.64908,0.8153,1.29993,1.03347,1.40785,0.000795626,0.000795626,0.000795626
530,1065.32,0.42759,0.62366,0.3345,0.96467,0.91554,0.92857,0.87753,0.67631,0.91554,0.92857,0.87753,0.61558,0.83362,1.37933,1.15997,1.37674,0.000793975,0.000793975,0.000793975
